Category;Project;Repository URL;Description;Homepage;License;Languages;Tags/Topics;Last Update;Latest Release;First Release;
Other;The-building-data-genome-project;https://github.com/buds-lab/the-building-data-genome-project;A collection of non-residential buildings for performance analysis and algorithm benchmarking.;;MIT License;Jupyter Notebook;open-data, jupyter-notebook, electricity-meter, commercial-building, energy-efficiency, electrical-meters, smart-meter, temporal-data, feature-extraction, feature-engineering;2021-03-30;;;
Other;Thermofeel;https://github.com/ecmwf-projects/thermofeel;A library to calculate human thermal comfort indexes.;;Apache License 2.0;Python;;2022-10-31;2022-10-31;2021-06-29;
Other;TimeSeriesClustering;https://github.com/holgerteichgraeber/TimeSeriesClustering.jl;Provides simple integration of multi-dimensional time-series data (e.g. multiple attributes such as wind availability, solar availability, and electricity demand) in a single aggregation process.;;MIT License;Julia;clustering, optimization, energy-systems, k-means-clustering, k-medoids-clustering, hierarchical-clustering, representative-days, time-series-aggregation, julia;2021-01-20;2019-09-10;2018-09-14;
Other;Tonatiuh;https://github.com/iat-cener/tonatiuh;A Monte Carlo ray tracer for the optical simulation of solar concentrating systems.;;GNU General Public License v3.0;C++;solar-concentrating-systems, simulation, solar, energy;2023-03-27;2017-09-12;2010-02-22;
Other;Tools for the iTEM databases;https://github.com/transportenergy/database;Contains tools for two databases maintained by iTEM, the International Transport Energy Modeling consortium.;;GNU General Public License v3.0;Python, R;;2021-05-04;2021-05-04;2020-11-13;
Other;TopFarm2;https://gitlab.windenergy.dtu.dk/TOPFARM/TopFarm2;A Python package developed by DTU Wind Energy to help with wind-farm optimizations.;;MIT License;Python;;2023-03-24;2023-03-24;2019-01-03;
Other;Transactive Energy Service System;https://github.com/slacgismo/TESS;A platform to design, deploy, and operate transactive energy systems in electric utility retail environments.;;GNU General Public License v3.0;Python, Jupyter Notebook;;2022-04-13;;;
Other;UKgrid;https://github.com/RamiKrispin/UKgrid;An R data package with the UK National Grid historical demand for electricity between April 2005 and October 2019.;;MIT License;R;;2020-07-04;2019-12-10;2018-09-11;
Other;USgrid;https://github.com/RamiKrispin/USgrid;The hourly demand and supply of electricity in the US.;;MIT License;R;;2021-03-21;2021-03-21;2020-01-16;
Other;VILLASnode;https://git.rwth-aachen.de/acs/public/villas/node;Connecting real-time power grid simulation equipment;GNU General Public License v3.0;
Other;VOLTTRON;https://github.com/VOLTTRON/volttron;A platform that provides services for collecting and storing data from buildings and devices. It provides an environment for developing applications that interact with data.;;Apache License 2.0;Python;buildings, bacnet, modbus, python, message-bus, office-hours, volttron, volttron-applications, volttron-instance;2022-10-03;2022-09-30;2015-07-22;
Other;Vehicle Energy Dataset;https://github.com/gsoh/VED;A large-scale dataset for vehicle energy consumption research.;;Apache License 2.0;;;2022-01-26;;;
Other;WEC-Sim;https://github.com/WEC-Sim/WEC-Sim;Wave Energy Converter Simulator is an open source code for simulating wave energy converters.;;Apache License 2.0;MATLAB;wec-sim, marine-renewable-energy, wave-energy, matlab, simulink, snl-applications, hydrodynamics;2023-04-21;2022-09-28;2014-12-15;
Other;WEIS;https://github.com/WISDEM/WEIS;WEIS is a framework that combines multiple tools to enable design optimization of floating offshore wind turbines.;;Apache License 2.0;Fortran, Roff;;2023-02-10;2022-10-05;2021-01-28;
Other;WWCP_Core;https://github.com/OpenChargingCloud/WWCP_Core;The World Wide Charging Protocol Suite is a collection of protocols in order to connect market actors in the field of e-mobility solutions via scalable and secure Internet protocols.;;GNU Affero General Public License v3.0;C#;wwcp, e-mobility, ev-roaming, charging, chargingstation;2023-05-07;;;
Other;WWCP_OCPP;https://github.com/OpenChargingCloud/WWCP_OCPP;Connectivity between the World Wide Charging Protocol (WWCP) and the Open Charge Point Protocol (OCPP v1.6/v2.0).;;Apache License 2.0;C#;ocpp, e-mobility, charging, chargingstation;2023-05-02;;;
Other;WecOptTool;https://github.com/SNL-WaterPower/WecOptTool;Allows users to perform wave energy converter device design optimization studies with constrained optimal control.;;GNU General Public License v3.0;Python;snl-applications;2023-05-05;2023-04-14;2021-12-17;
Other;WindSE;https://github.com/NREL/WindSE;A Python package that uses a FEniCS backend to perform wind farm simulations and optimization.;;Apache License 2.0;Python;;2022-04-05;2022-10-09;2021-08-05;
Other;WindTurbineClassification;https://github.com/nmstreethran/WindTurbineClassification;Specification of 'normal' wind turbine operating behaviour for rapid anomaly detection.;;MIT License;Python;energy, renewable-energy, python, jupyter-notebook, wind-turbines;2022-04-15;2020-11-27;2019-05-17;
Other;amr-wind;https://github.com/Exawind/amr-wind;A massively parallel, block-structured adaptive-mesh, incompressible flow solver for wind turbine and wind farm simulations.;;BSD 3-Clause License;C++;ecp, exascale-computing, amrex, amr, wind, wind-turbines;2023-05-04;;;
Other;antaresRead;https://github.com/rte-antares-rpackage/antaresRead;Import, manipulate and explore the results of an Antares simulation.;;GNU General Public License v2.0 or later;R;r, monte-carlo-simulation, optimisation, simulation, linear-algebra, energy, electricity, adequacy, rhdf5, hdf5, rte, tyndp, bilan, previsionnel;2023-04-06;2023-04-06;2016-07-18;
Other;antaresViz;https://github.com/rte-antares-rpackage/antaresViz;Visualize the results of Antares, an Open Source power system simulator meant to be used by anybody placing value in quantifying the adequacy or the economic performance of interconnected energy systems, at short or remote time horizons.;;GNU General Public License v2.0 or later;R;r, monte-carlo-simulation, simulation, optimization, linear-programming, stochastic-simulation-algorithm, energy, electric, renewable-energy, adequacy, shiny, shiny-apps, manipulatewidge, dygraphs, plotly, leaflet, rte, bilan, previsionnel, tyndp;2022-11-18;2022-11-18;2017-01-25;
Other;autoXRD;https://github.com/PV-Lab/autoXRD;A Python package for automatic XRD pattern classification of thin-films, tweaked for small and class-imbalanced datasets.;;Apache License 2.0;Python;;2020-03-04;2019-05-24;2019-05-24;
Other;awebox;https://github.com/awebox/awebox;awebox is a Python toolbox for modelling and optimal control of multiple-kite systems for Airborne Wind Energy (AWE).;;GNU General Public License v3.0;Python;;2022-12-05;;;
Other;bifacial_radiance;https://github.com/NREL/bifacial_radiance;Toolkit for working with RADIANCE for the ray-trace modeling of Bifacial Photovoltaics.;;BSD 3-Clause "New" or "Revised" License;Python;radiance, bifacial, photovoltaics, renewable-energy, renewables, gui;2023-03-14;2023-03-11;2017-06-29;
Other;bifacialvf;https://github.com/NREL/bifacialvf;Bifacial PV View Factor model for system performance calculation.;;BSD 3-Clause License;Python;;2022-09-28;2022-09-28;2017-09-29;
Other;biosteam;https://github.com/BioSTEAMDevelopmentGroup/biosteam;The Biorefinery Simulation and Techno-Economic Analysis Modules.;;The University of Illinois/NCSA Open Source License;Python;distillation, flash, biorefinery, bioprocess, fermentation, thermodynamics, pump, monte-carlo, heat-exchanger, techno-economic-analysis, chemical-engineering, biochemical-process, unit-operation, process-simulation, sensitivity-analysis, reactor, centrifuge, life-cycle-assessment;2023-04-04;2020-04-11;2019-12-08;
Other;brightwind;https://github.com/brightwind-dev/brightwind;A Python library aims to empower wind resource analysts and establish a common industry standard toolset.;;MIT License;Python;;2022-07-19;2021-02-25;2018-12-11;
Other;comfort_tool;https://github.com/CenterForTheBuiltEnvironment/comfort_tool;A web interface for comfort model calculations and visualizations according to ASHRAE Standard-55, EN Standard 16798 and ISO Standard 7730.;;Other;JavaScript;comfort, air-temperature, thermal-comfort, pmv-prediction, pmv;2023-02-24;2017-11-20;2017-11-20;
Other;conventional power plants;https://github.com/Open-Power-System-Data/conventional_power_plants;Contains data on conventional power plants for Germany as well as other selected European countries. The data include individual power plants with their technical characteristics.;;MIT License;Jupyter Notebook;;2020-10-01;2020-10-01;2016-02-02;
Other;deflex;https://github.com/reegis/deflex;Flexible multi-regional energy system model for heat, power and mobility.;;MIT License;Python;;2022-06-22;2022-02-25;2019-12-13;
Other;demandlib;https://github.com/oemof/demandlib;With the demandlib you can create power and heat profiles for various sectors by scaling them to your desired demand.;;MIT License;Python;;2023-03-29;2023-03-28;2016-10-04;
Other;disaggregator;https://github.com/DemandRegioTeam/disaggregator;A set of tools for processing of spatial and temporal disaggregations of demands of electricity, heat and natural gas.;;GNU General Public License v3.0;Jupyter Notebook;;2021-11-26;;;
Other;docile-charge-point;https://github.com/NewMotion/docile-charge-point;Scriptable OCPP charge point simulator and test tool.;;GNU General Public License v3.0;Scala;ocpp, emobility, testing, charging-station, dsl, scala;2021-08-17;2020-04-09;2018-06-29;
Other;eDisGo;https://github.com/openego/eDisGo/;Optimization of flexibility options and grid expansion for distribution grids based on PyPSA.;;GNU Affero General Public License v3.0;Python;;2023-05-08;2023-04-02;2018-01-17;
Other;eiapy;https://github.com/systemcatch/eiapy;A simple wrapper for the U.S. Energy Information Administration API. ;;MIT License;Python;api-wrapper, energy-data, python, eia;2022-02-18;2022-02-18;2018-05-16;
Other;electricitymap-contrib;https://github.com/tmrowco/electricitymap-contrib;A real-time visualization of the CO2 emissions from electricity consumption.;;GNU Affero General Public License v3.0;Python, TypeScript;sustainability, data-visualization, climate-change, hacktoberfest;2023-05-08;2023-05-03;2023-01-20;
Other;emobility-smart-charging;https://github.com/SAP/emobility-smart-charging;Smart charging algorithms with REST API for electric vehicle fleets.;;Apache License 2.0;Java;;2022-06-28;;;
Other;emobpy;https://gitlab.com/diw-evu/emobpy/emobpy;An open tool for creating battery-electric vehicle time series from empirical data.;;MIT License;Python;;2022-06-20;2021-12-04;2020-01-14;
Other;emonpi;https://github.com/openenergymonitor/emonpi;The OpenEnergyMonitor system has the capability to monitor electrical energy use / generation, temperature and humidity.;;GNU General Public License v3.0 / Creative Commons Attribution-ShareAlike 3.0;C++, Shell;emonpi, hardware-designs, raspberry-pi, energy-monitor, arduino, emoncms;2023-04-20;2023-04-20;2016-06-10;
Other;energy-py;https://github.com/ADGEfficiency/energy-py;Framework for running reinforcement learning experiments on energy environments, focused on electric battery storage.;;MIT License;Python;reinforcement-learning, energy;2022-02-05;;;
Other;energy-sparks;https://github.com/Energy-Sparks/energy-sparks;An open source application that is designed to help schools improve their energy efficiency.;;MIT License;Ruby, HTML;energy, bath, school, rails, ruby, ruby-on-rails, data;2023-05-05;2021-09-24;2021-09-24;
Other;energyRt;https://github.com/energyRt/energyRt/;R package to develop Reference Energy System (RES) models and analyze energy-technologies;;GNU Affero General Public License v3.0;R, Python, GAMS;energy-models, gams, glpk, pyomo, julia;2022-12-05;2020-01-17;2017-01-24;
Other;entsoe-py;https://github.com/EnergieID/entsoe-py;A Python client for the ENTSO-E API (European Network of Transmission System Operators for Electricity).;;MIT License;Python;;2022-11-29;2022-11-29;2021-08-09;
Other;eplusr;https://github.com/hongyuanjia/eplusr;Provides a rich toolkit of using whole building energy simulation program EnergyPlus directly in R, which enables programmatic navigation, modification of EnergyPlus, conducts parametric simulations and retrieves outputs.;;MIT License;R;energyplus, r, idf, idd, eplus, r6, parametric-simulation, epw, energyplus-models, simulation, energy-simulation;2023-03-16;2022-11-20;2018-08-24;
Other;equiv-circ-model;https://github.com/batterysim/equiv-circ-model;An equivalent circuit model for a battery cell, module, and pack.;;MIT License;Python;battery, electric-vehicles, equivalent-circuit-model, battery-cell;2020-03-06;;;
Other;feedinlib;https://github.com/oemof/feedinlib;Contains implementations of photovoltaic models to calculate electricity generation from a PV installation based on given solar radiation. Furthermore it contains all necessary pre-calculations.;;MIT License;Python;;2022-08-22;2019-12-06;2015-10-20;
Other;floris;https://github.com/NREL/floris;A controls-oriented engineering wake model.;;Apache License 2.0;Python;;2023-03-07;2023-03-07;2019-06-21;
Other;fractoolbox;https://github.com/ICWallis/fractoolbox;Python tools for structural geology and borehole image analysis which includes data handling, frequency and geometric analysis, and reservoir geomechanics.;;Apache License 2.0;Jupyter Notebook;geology, structural-geology, fracture-mechanics, fracture, fractures, geomechanics, borehole-image-analysis, python, mplstereonet, geothermal;2021-07-09;2021-07-09;2021-07-09;
Other;geothermics;https://github.com/Japhiolite/geothermics;Educational repository with Jupyter Notebooks all around the topic of geothermal energy.;;MIT License;Jupyter Notebook, HTML;;2022-06-01;;;
Other;go-ocpp;https://github.com/voltbras/go-ocpp;v1.5 and v1.6 Open Charge Point Protocol implementation in Golang.;;GNU General Public License v3.0;Go;ocpp, electric-vehicles, charging-stations, chargingstation, emobility;2021-02-17;2021-02-17;2019-02-27;
Other;gopem;https://github.com/ECSIM/gopem;GOPEM is a graphical user interface of OPEM.;;MIT License;Python;opem, python, matplotlib, pyqt5, qt5, simulation, chemistry, fuel-cell, physics, electrochemistry, physics-simulation;2021-08-18;2021-08-18;2018-09-10;
Other;honeybee;https://github.com/ladybug-tools/honeybee;A Python library to create, run and visualize the results of daylight (RADIANCE) and energy analysis (EnergyPlus/OpenStudio).;;GNU General Public License v3.0;Python;;2021-07-21;2020-08-13;2018-10-30;
Other;hplib;https://github.com/RE-Lab-Projects/hplib;Database with efficiency parameters from public Heatpump Keymark datasets as well as parameter-sets and functions in order to simulate heat pumps.;;MIT License;HTML, Jupyter Notebook;energy, simulation, heatpump;2023-04-27;2022-07-03;2021-09-22;
Other;hydropowerlib;https://github.com/hydro-python/hydropowerlib;Designed to calculate feed-in time series of run-of-the-river hydropower plants.;;GNU General Public License v3.0;Python;;2019-06-11;;;
Other;impedance.py;https://github.com/ECSHackWeek/impedance.py;A Python package for working with electro-chemical impedance data.;;MIT License;Python;impedance, lithium-ion, battery, electrochemistry, fuel-cell, corrosion;2023-02-26;2023-02-20;2019-01-17;
Other;lib60870.NET;https://github.com/mz-automation/lib60870.NET;Implementation of the IEC 60870-5-101/104 protocols in C#;https://www.mz-automation.de/communication-protocols/iec-60870-5-101-104-c-net-source-code-library/;GNU General Public License v3.0;C#;protocol, 60870-5-104, 60870-5-101;2021-11-12;2019-04-25;2018-04-14;
Other;lib60870;https://github.com/mz-automation/lib60870;Implementation of the IEC 60870-5-101/104 protocol;https://www.mz-automation.de/communication-protocols/iec-60870-5-101-104-c-source-code-library/;GNU General Public License v3.0;C;;2023-05-04;2022-12-30;2017-03-16;
Other;libcimpp;https://github.com/sogno-platform/libcimpp;Deserialiser library for C++ objects from XML/RDF documents based on CIM standards;;Mozilla Public License 2.0;C++;cim, iec61970, cim-import, cpp;2023-01-22;2017-04-11;2016-11-29;
Other;libiec61850;https://github.com/mz-automation/libiec61850;Open-source library for the IEC 61850 protocols;http://libiec61850.com/libiec61850/;GNU General Public License v3.0;C, C#;iec-61850, mms, goose;2023-05-02;2022-03-11;2016-11-07;
Other;load_forecasting;https://github.com/pyaf/load_forecasting;Load forecasting on Delhi area electric power load using ARIMA, RNN, LSTM and GRU models.;;MIT License;Jupyter Notebook;machine-learning, rnn, lstm, gru, arima, wma, ses, sma, electric-load-forecasting, time-series-forecasting;2019-07-16;;;
Other;lp_opt;https://gitlab.lrz.de/open-ees-ses/lp_opt;Linear Programming Optimization Tool for Battery Energy Storage Systems.;;BSD 3-Clause "New" or "Revised" License;MATLAB;;2021-09-22;;;
Other;makani;https://github.com/google/makani;A project to develop a commercial-scale airborne wind turbine, culminating in a flight test of the Makani M600 off the coast of Norway.;;Apache License 2.0;C++, C, Python;makani, wind, renewable-energy, energy-kites, wind-power;2020-09-12;;;
Other;modelica-ibpsa;https://github.com/ibpsa/modelica-ibpsa;A Modelica library for building and district energy systems developed within IBPSA Project 1.;;BSD 3-Clause "New" or "Revised" License;Modelica, Motoko;;2023-05-08;2018-09-27;2015-07-10;
Other;multiphysics;https://github.com/charxie/multiphysics;Interactive (Heat Transfer) Simulations for Everyone.;;GNU Lesser General Public License v3.0;Java;simulation, energy, physics, heat-transfer, engineering, science;2023-03-28;;;
Other;nalu-wind;https://github.com/Exawind/nalu-wind;Solver for wind farm simulations targeting exascale computational platforms.;;BSD 3-Clause License;C, C++;low-mach, wind-energy, les, cfd, ecp, exascale-computing, exawind;2023-05-05;2021-03-15;2015-04-10;
Other;nasapower;https://github.com/ropensci/nasapower;Aims to make it quick and easy to automate downloading NASA-POWER global meteorology, surface solar energy and climatology data in your R session as a tidy data frame tibble object for analysis and use in modeling or other purposes.;;MIT License;R;agroclimatology, weather, r, nasa-power, nasa, agroclimatology-data, weather-variables, weather-data, earth-science, rstats, data-access, r-package;2023-01-05;2023-01-05;2017-11-02;
Other;nempy;https://github.com/UNSW-CEEM/nempy;Aims to enhance the Australian electricity industries modeling and analytical capabilities.;;BSD 3-Clause License;Python;;2023-01-13;2023-01-13;2020-10-16;
Other;ocpp;https://github.com/mobilityhouse/ocpp;Python implementation of the Open Charge Point Protocol.;;MIT License;Python;ocpp, framework, client, server, electric-vehicles;2023-04-27;2023-04-27;2019-11-18;
Other;offgridders;https://github.com/rl-institut/offgridders;Models and optimizes capacity & dispatch of electricity supply systems, off-grid or connected to a (weak) central grid.;;GNU General Public License v3.0;Python;oemof;2022-03-31;2020-11-07;2019-03-25;
Other;open-MaStR;https://github.com/OpenEnergyPlatform/open-MaStR;Download and process German energy data from BNetzA database Marktstammdatenregister.;;GNU Affero General Public License v3.0;Python;open-energy-family, oep, marktstammdatenregister, python;2023-04-11;2023-04-11;2019-12-05;
Other;open-ev-data;https://github.com/chargeprice/open-ev-data;Open Dataset of Electric Vehicle specs.;;MIT License;;;2022-04-07;;;
Other;openCEM;https://github.com/openCEMorg/openCEM;Capacity Expansion Model and Optimiser for the Australian National Energy Market.;;GNU General Public License v3.0;Python;;2021-06-03;2021-06-02;2019-04-04;
Other;openENTRANCE;https://github.com/openENTRANCE/nomenclature;The Horizon 2020 openENTRANCE project aims at developing, using and disseminating an open, transparent and integrated modeling platform for assessing low-carbon transition pathways in Europe.;;Apache License 2.0;Python;;2023-05-05;2021-11-17;2020-05-29;
Other;openHistorian;https://github.com/GridProtectionAlliance/openHistorian;Back office system designed to efficiently integrate and archive process control data, e.g., SCADA, synchrophasor, digital fault recorder or any other time-series data used to support process operations;;MIT License;TypeScript, C#;time-series, historian, data-mining, data-storage, data-stream;2023-04-30;2022-03-10;2016-09-04;
Other;openMIC;https://github.com/GridProtectionAlliance/openMIC;Meter Information Collection System;;MIT License;C#, HTML, TSQL, JavaScript;ftp, modbus, scheduled-tasks, downloader, meter;2023-04-30;2021-11-18;2016-05-28;
Other;openPDC;https://github.com/GridProtectionAlliance/openPDC;Phasor Data Concentrator software system designed to process streaming time-series data in real-time;;MIT License;C#;phasor-data-concentrator, openpdc, pdc, ieee-c37118, ieee-1344, bpa-pdc-stream, iec61850, time-series, complex-event-processing, hadoop, naspi, streaming-data, stream-processing, stream-processing-engine, pmu, phasor-measurement-unit, synchrophasor;2023-04-30;2022-04-01;2016-06-21;
Other;openTEPES;https://github.com/IIT-EnergySystemModels/openTEPES;Determines the investment plans of new facilities (generators, ESS and lines) for supplying the forecasted demand at minimum cost.;;GNU General Public License v3.0;Python;;2023-05-05;2022-02-09;2021-03-08;
Other;openXDA;https://github.com/GridProtectionAlliance/openXDA;Platform for processing event and trending records from disturbance monitoring equipment such as digital fault recorders (DFRs), relays, power quality meters, and other power system IEDs;;MIT License;JavaScript;fault-calculations, fault-distance, automated-analytics, extensible-disturbance-analytics, disturbance-records;2023-05-06;2020-04-09;2013-08-01;
Other;open_BEA;https://gitlab.lrz.de/open-ees-ses/openbea;Open Battery Models for Electrical Grid Applications.;;BSD 3-Clause "New" or "Revised" License;Python;;2021-10-07;;;
Other;openfast;https://github.com/OpenFAST/openfast;Created with the goal of being a community model developed and used by research laboratories, academia, and industry.;;Apache License 2.0;Fortran;wind-turbine, wind-energy, wind-farm, aeroelasticity, wind-power, wind;2023-02-12;2023-02-12;2017-04-07;
Other;openmodelica-microgrid-gym;https://github.com/upb-lea/openmodelica-microgrid-gym;An OpenAI Gym Environment for Microgrids.;;GNU General Public License v3.0;Modelica, Python;reinforcement-learning, openai-gym, openai-gym-environments, machine-learning, control, simulation, modelica, openmodelica, power-electronics, power-systems, microgrid, energy-system-modeling, power-supply, smart-grids, engineering, electrical-engineering, python;2022-02-24;2021-04-07;2020-04-24;
Other;openv2g;http://openv2g.sourceforge.net/;The objective to start this project is primarily to support the ISO and IEC standardization process to specify the so called "Vehicle 2 Grid Communication Interface" (V2G CI) which became the ISO IEC 15118 specification by now.;;GNU Lesser General Public License v3.0;;;;;;
Other;origin;https://github.com/energywebfoundation/origin;A set of toolkits that together provide a system for issuance and management of Energy Attribute Certificates.;;MIT License;TypeScript;;2023-02-14;2022-03-16;2022-03-16;
Other;pandapipes;https://github.com/e2nIEE/pandapipes;A pipeflow calculation tool that complements pandapower in the simulation of multi energy grids, in particular heat and gas networks.;;BSD 3-Clause License;Python, Jupyter Notebook;;2023-03-15;2023-02-02;2020-03-26;
Other;pandapower;https://github.com/e2nIEE/pandapower;An easy to use open source tool for power system modeling, analysis and optimization with a high degree of automation based on PYPOWER and pandas.;http://www.pandapower.org/;BSD 3-Clause "New" or "Revised" License;Python;powerflow, python, power, system, analysis, optimization, short-circuit, state-estimation, loadflow;2023-05-05;2023-04-19;2017-05-10;
Other;photovoltaic;https://github.com/pvedu/photovoltaic;A Python library used in photovoltaics.;;GNU General Public License v3.0;HTML, Python;;2022-04-25;;;
Other;power-wheel-card;https://github.com/gurbyz/power-wheel-card;Intuitive way to represent the power and energy that your home is consuming or producing;;Apache License 2.0;JavaScript;energy, solar-panels, lovelace-ui, home-assistant, custom-card;2020-11-05;2020-11-05;2018-12-08;
Other;powerplantmatching;https://github.com/FRESNA/powerplantmatching;A toolset for cleaning, standardizing and combining multiple power plant databases.;;GNU General Public License v3.0;Python;;2023-05-08;2023-02-13;2016-11-20;
Other;predict_pv_yield;https://github.com/openclimatefix/predict_pv_yield;Use machine learning to map satellite imagery of clouds to solar PV yield.;;MIT License;Jupyter Notebook;nowcasting;2022-04-07;;;
Other;project1;https://github.com/ibpsa/project1;Creates open source software that builds the basis of next generation computing tools for the design and operation of building and district energy and control systems.;;BSD 3-Clause "New" or "Revised" License;Modelica, HTML;ibpsa, modelica, bim, simulation, optimization, mpc;2022-09-14;;;
Other;pv-system-profiler;https://github.com/slacgismo/pv-system-profiler;Estimating PV array location and orientation from real-world power datasets.;;BSD 2-Clause "Simplified" License;Jupyter Notebook, Python;;2021-10-13;2021-10-13;2021-08-24;
Other;pv-terms;https://github.com/DuraMAT/pv-terms;Contains nomenclature for PV-relevant terms that are used in modeling and data analysis for PV systems.;;BSD 3-Clause "New" or "Revised" License;Python;;2020-08-03;;;
Other;pvanalytics;https://github.com/pvlib/pvanalytics;Quality control, filtering, feature labeling, and other tools for working with data from photovoltaic energy systems.;;MIT License;Python;photovoltaic, python, renewable-energy, renewables, solar-energy;2023-01-20;2023-01-20;2020-11-20;
Other;pvcaptest;https://github.com/pvcaptest/pvcaptest;Collection of functions and Jupyter Notebooks to partially automate running a capacity test following ASTM E2848.;;MIT License;Python;;2023-05-06;2023-04-21;2018-01-17;
Other;pvcompare;https://github.com/greco-project/pvcompare;A model for comparing the benefits of different PV technologies in a specified local energy system in different energy supply scenarios.;;GNU Affero General Public License v3.0;Python, Fortran;;2021-07-28;2021-05-29;2021-03-22;
Other;pvfactors;https://github.com/SunPower/pvfactors;Open source view-factor model for diffuse shading and bifacial PV modeling.;;BSD 3-Clause "New" or "Revised" License;Python;solar-energy, renewable-energy, python, bifacial;2022-02-22;2022-02-22;2018-05-14;
Other;pvlib-python;https://github.com/pvlib/pvlib-python;A set of documented functions for simulating the performance of photovoltaic energy systems.;;BSD 3-Clause "New" or "Revised" License;Python;solar-energy, python, renewable-energy, renewables, photovoltaic;2023-05-04;2023-03-18;2019-01-31;
Other;pvoutput;https://github.com/openclimatefix/pvoutput;Python code for downloading PV data from PVOutput.org.;;Apache License 2.0;Python;pvoutput, python, python-library, solar, nowcasting;2023-03-06;2023-03-06;2022-02-18;
Other;pvtrace;https://github.com/danieljfarrell/pvtrace;Optical ray tracing for luminescent materials and spectral converter photovoltaic devices.;;BSD 3-Clause License;Python;python, photovoltaics, raytracing, optics, energy;2021-03-30;2020-11-18;2011-03-16;
Other;pyCity_base;https://github.com/RWTH-EBC/pyCity;Python package for data handling and scenario generation of city districts;;MIT License;Python, Jupyter Notebook;python, urban, city, modeling, urban-energy-modeling;2021-05-21;2021-05-21;2017-08-08;
Other;pyEIA;https://github.com/thomastu/pyEIA;An Energy Information Administration API Python client for researchers who need data.;;BSD 3-Clause-LBNL;Python;eia, python, eia-api, energy-data, energy;2022-01-26;2022-01-26;2016-10-21;
Other;pyGRETA;https://github.com/tum-ens/pyGRETA;Python Generator of REnewable Time series and mAps: a tool that generates high-resolution potential maps and time series for user-defined regions within the globe.;;GNU General Public License v3.0;Python;renewable-energy, renewable-timeseries, potentials, wind, pv, csp, gis, high-resolution;2022-03-23;2022-03-23;2020-03-26;
Other;pyam;https://github.com/IAMconsortium/pyam;A Python package for data-wrangling, analysis and visualization of integrated-assessment scenarios and energy systems modeling results.;;Apache License 2.0;Python;integrated-assessment, scenario, analysis, iamc-format, visualization, macro-energy, energy-systems, modeling, timeseries-format, integrated-assessment-scenarios, scenario-data, pyam;2023-04-14;2023-03-06;2020-10-19;
Other;pycity_scheduling;https://git.rwth-aachen.de/acs/public/simulation/pycity_scheduling;A Python framework for the development and assessment of optimisation-based power scheduling algorithms for multi-energy systems in city districts;;MIT License;Python;multi-energy system, operational flexibility, optimisation framework, power scheduling algorithm, smart grid;2022-07-27;2022-01-05;2020-11-28;
Other;pyconturb;https://gitlab.windenergy.dtu.dk/pyconturb/pyconturb;Constrained Stochastic Turbulence for Wind Energy Applications.;;MIT License;Python;atmospheric turbulence, stochastic turbulence, wind energy;2022-06-05;2022-06-05;2019-04-04;
Other;pygfunction;https://github.com/MassimoCimmino/pygfunction;An open source toolbox for the evaluation of thermal response factors of geothermal borehole fields.;;BSD 3-Clause "New" or "Revised" License;Python;;2023-01-06;2023-01-06;2017-09-06;
Other;pymgrid;https://github.com/Total-RD/pymgrid;A Python library to generate and simulate a large number of microgrids.;;GNU Lesser General Public License v3.0;Python;microgrid, reinforcement-learning, control, energy-management-systems, microgrid-model;2023-05-02;2023-01-25;2022-03-16;
Other;pypownet;https://github.com/MarvinLer/pypownet;A power network simulator with a Reinforcement Learning-focused usage.;;GNU Lesser General Public License v3.0;Python;power-network, reinforcement-learning, simulator, powergrid, reinforcement-learning-environments, gym-environments;2023-01-03;2020-10-26;2019-03-10;
Other;pythermalcomfort;https://github.com/CenterForTheBuiltEnvironment/pythermalcomfort;Package to calculate several thermal comfort indices (e.g. PMV, PPD, SET, adaptive) and convert physical variables.;;MIT License;Python;;2023-05-08;2020-02-11;2020-02-11;
Other;rayflare;https://github.com/qpv-research-group/rayflare;Provide a flexible, user-friendly Python environment to model complex optical stacks, with a focus on solar cells.;;GNU General Public License v3.0;Python;physics, optics, raytracing, ray-tracing, rigorous-coupled-wave, transfer-matrix-method, solar-cells, multiscale-simulation;2023-03-21;2023-03-21;2021-05-24;
Other;rdtools;https://github.com/NREL/rdtools;An open source library to support reproducible technical analysis of time series data from photovoltaic energy systems.;;MIT License;Python;;2023-03-09;2023-04-06;2017-11-01;
Other;reV;https://github.com/NREL/reV;Enables the efficient and scalable computation of renewable energy generation, levelized cost of energy, application of geospatial exclusion layers, and generation of renewable energy supply curves.;;BSD 3-Clause "New" or "Revised" License;Python, PowerBuilder;;2023-04-26;2023-04-05;2021-03-15;
Other;reVX;https://github.com/NREL/reVX;Renewable Energy Potential(V) eXchange Toot.;;BSD 3-Clause "New" or "Revised" License;Python;;2023-04-19;2023-04-06;2021-02-01;
Other;renewable power plant;https://github.com/Open-Power-System-Data/renewable_power_plants;Contains scripts to create lists of renewable power plants in Germany, Denmark, France and Poland, and daily time series of cumulated installed capacity per energy source type for Germany.;;MIT License;Jupyter Notebook;;2020-08-23;2020-08-23;2016-03-18;
Other;resstock;https://github.com/NREL/resstock;Helping states, municipalities, utilities, and manufacturers identify which building stock improvements save the most energy and money.;;BSD 3-Clause Modified License;Ruby;;2023-05-01;2023-02-03;2019-04-11;
