package_name,ecosystem,cve_id,severity,cvss_score,description,published_date,affected_projects
opencv-contrib-python,pypi,GHSA-wq8f-wvqp-xvvm,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,Integer Overflow or Wraparound in OpenCV,2021-10-12T22:02:35Z,1
Ipython,pypi,GHSA-q326-jhw3-699g,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,Improper Neutralization of Input During Web Page Generation in IPython,2022-05-17T00:36:05Z,1
html5lib,pypi,GHSA-8f6m-gfq9-g33v,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,Cross-site Scripting in html5lib,2022-05-17T02:57:57Z,1
html5lib,pypi,GHSA-v9v9-xffq-rwr4,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,Improper Neutralization of Input During Web Page Generation in html5lib,2022-05-17T02:57:58Z,1
jquery,npm,GHSA-2pqj-h3vj-pqgw,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,Cross-Site Scripting in jquery,2020-09-01T16:41:46Z,1
jquery,npm,GHSA-rmxg-73gg-4p98,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,Cross-Site Scripting (XSS) in jquery,2018-01-22T13:32:06Z,1
markdown2,pypi,GHSA-p6h9-gw49-rqm4,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,markdown2 is vulnerable to cross-site scripting,2018-07-12T20:29:21Z,1
werkzeug,pypi,GHSA-h2fp-xgx6-xh6f,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,Pallets Werkzeug cross-site scripting vulnerability,2022-05-14T03:46:35Z,1
axios,npm,GHSA-42xw-2xvc-qx8m,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Denial of Service in axios,2019-05-29T18:04:45Z,1
com.thoughtworks.xstream:xstream,maven,GHSA-7hwc-46rm-65jh,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Denial of service in XStream,2020-06-30T22:48:24Z,1
jquery,npm,GHSA-mhpp-875w-9cpv,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Denial of Service in jquery,2018-01-22T13:32:42Z,1
nltk,pypi,GHSA-rqjh-jp2r-59cj,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NLTK Vulnerable to REDoS,2022-01-06T22:24:14Z,1
opencv-contrib-python,pypi,GHSA-3448-vrgh-85xr,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NULL Pointer Dereference in OpenCV.,2021-10-12T22:21:43Z,1
opencv-contrib-python,pypi,GHSA-83rh-hx5x-q9p5,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Out-of-bounds Read in OpenCV,2021-10-12T22:03:23Z,1
opencv-contrib-python,pypi,GHSA-fr58-2xhv-qp3w,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Denial of Service in OpenCV,2021-10-12T22:01:16Z,1
opencv-contrib-python,pypi,GHSA-pqjj-6f5q-gqph,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Denial of Service in OpenCV,2021-10-12T22:01:34Z,1
org.apache.commons:commons-compress,maven,GHSA-53x6-4x5p-rrvv,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Denial of Service in Apache Commons Compress,2019-10-11T18:41:08Z,1
protobuf,crates,GHSA-mh6h-f25p-98f8,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Uncontrolled memory consumption in protobuf,2021-08-25T20:44:05Z,1
pytorch-lightning,pypi,GHSA-98fp-7v67-4v3q,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,PyTorch Lightning denial of service vulnerability,2025-03-20T12:32:47Z,1
Flask-Cors,pypi,GHSA-84pr-m4jr-85g5,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,flask-cors vulnerable to log injection when the log level is set to debug,2024-04-19T21:31:08Z,1
hyper,crates,GHSA-q89x-f52w-6hj2,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,Headers containing newline characters can split messages in hyper,2021-08-25T20:43:04Z,1
hyper,crates,RUSTSEC-2017-0002,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,headers containing newline characters can split messages,2017-01-23T12:00:00Z,1
PyJWT,pypi,GHSA-r9jw-mwhq-wp62,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,PyJWT vulnerable to key confusion attacks,2022-05-13T01:42:19Z,1
nltk,pypi,GHSA-mr7p-25v2-35wr,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,NLTK Vulnerable To Path Traversal,2019-08-23T21:53:51Z,1
pytorch-lightning,pypi,GHSA-4cv3-v7pv-rfhf,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H,PyTorch Lightning path traversal vulnerability,2025-03-20T12:32:46Z,1
Flask-Cors,pypi,GHSA-8vgw-p6qm-5gr7,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,Flask-CORS allows for inconsistent CORS matching,2025-03-20T12:32:45Z,1
opencv-contrib-python,pypi,GHSA-fm39-cw8h-3p63,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:H,Out-of-bounds Read in OpenCV,2021-10-12T22:07:14Z,1
org.hibernate:hibernate-validator,maven,GHSA-m8p2-495h-ccmh,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,The SafeHtml annotation in Hibernate-Validator does not properly guard against XSS attacks,2020-01-08T17:01:52Z,1
com.fasterxml.jackson.core:jackson-databind,maven,GHSA-cf6r-3wgc-h863,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,Polymorphic deserialization of malicious object in jackson-databind,2020-05-15T18:58:58Z,1
com.thoughtworks.xstream:xstream,maven,GHSA-rgh3-987h-wpmw,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,XML External Entity Injection in XStream,2020-06-30T22:48:14Z,1
org.jasypt:jasypt,maven,GHSA-r5c2-rxh2-f5h2,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,Exposure of Sensitive Information to an Unauthorized Actor in Apache Jasypt,2022-05-14T03:44:52Z,1
pycrypto,pypi,GHSA-6528-wvf6-f6qg,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,Pycrypto generates weak key parameters,2018-07-12T20:29:26Z,1
webpack-dev-server,npm,GHSA-cf66-xwfp-gvc4,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,Missing Origin Validation in webpack-dev-server,2019-01-04T17:40:59Z,1
bleach,pypi,GHSA-m9mq-p2f9-cfqv,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Bleach URI Scheme Restriction Bypass,2019-01-04T17:46:30Z,1
ch.qos.logback:logback-core,maven,GHSA-vmfg-rjjm-rjrj,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,QOS.ch Logback vulnerable to Deserialization of Untrusted Data,2021-06-07T16:07:36Z,1
com.fasterxml.jackson.core:jackson-databind,maven,GHSA-c8hm-7hpq-7jhg,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,com.fasterxml.jackson.core:jackson-databind vulnerable to Deserialization of Untrusted Data,2019-01-04T19:07:03Z,1
com.fasterxml.jackson.core:jackson-databind,maven,GHSA-cggj-fvv3-cqwv,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,FasterXML jackson-databind allows unauthenticated remote code execution ,2018-10-16T17:45:18Z,1
com.fasterxml.jackson.core:jackson-databind,maven,GHSA-f9hv-mg5h-xcw9,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Deserialization of Untrusted Data in jackson-databind due to polymorphic deserialization,2019-01-04T19:06:57Z,1
com.fasterxml.jackson.core:jackson-databind,maven,GHSA-mx9v-gmh4-mgqw,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Deserialization of Untrusted Data in jackson-databind,2019-01-04T19:07:01Z,1
com.fasterxml.jackson.core:jackson-databind,maven,GHSA-x2w5-5m2g-7h5m,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,XML External Entity Reference (XXE) in jackson-databind,2019-01-04T19:09:46Z,1
com.thoughtworks.xstream:xstream,maven,GHSA-f554-x222-wgf7,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Command Injection in Xstream,2019-05-29T18:05:03Z,1
dulwich,pypi,GHSA-cwwh-4382-6fwr,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Dulwich RCE Vulnerability,2022-05-13T01:44:04Z,1
org.apache.commons:commons-collections4,maven,GHSA-fjq5-5j5f-mvxh,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Deserialization of Untrusted Data in Apache commons collections,2022-05-13T01:25:20Z,1
org.apache.logging.log4j:log4j-core,maven,GHSA-fxph-q3j8-mv87,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Deserialization of Untrusted Data in Log4j,2020-01-06T18:43:38Z,1
pycrypto,pypi,GHSA-cq27-v7xp-c356,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Buffer Overflow in pycrypto,2018-12-14T18:51:38Z,1
ray,pypi,GHSA-3pww-qvr8-6mhp,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:L/A:N,Ray Path Traversal vulnerability,2023-11-16T18:30:31Z,1
ray,pypi,GHSA-6cxr-8q3m-jwrr,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:L/A:N,Ray Missing Authorization vulnerability,2023-11-16T21:30:46Z,1
com.fasterxml.jackson.core:jackson-databind,maven,GHSA-9mxf-g3x6-wv74,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,Server-Side Request Forgery (SSRF) in jackson-databind,2019-01-04T19:07:06Z,1
paramiko,pypi,GHSA-f2j6-wrhh-v25m,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,Paramiko Authentication Bypass vulnerability,2018-10-10T16:10:10Z,1
Flask-Cors,pypi,GHSA-43qf-4rqw-9q2g,CVSS_V3,CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:N/A:N,Flask-CORS vulnerable to Improper Handling of Case Sensitivity,2025-03-20T12:32:45Z,1
streamlit,pypi,GHSA-9c6g-qpgj-rvxw,CVSS_V3,CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:L/A:N,Streamlit publishes previously-patched Cross-site Scripting vulnerability,2023-03-17T14:43:03Z,1
com.fasterxml.jackson.core:jackson-databind,maven,GHSA-6wqp-v4v6-c87c,CVSS_V3,CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,Deserialization of Untrusted Data,2020-06-15T18:44:51Z,1
com.fasterxml.jackson.core:jackson-databind,maven,GHSA-cjjf-94ff-43w7,CVSS_V3,CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,jackson-databind Deserialization of Untrusted Data vulnerability,2019-03-25T18:03:09Z,1
pyOpenSSL,pypi,GHSA-2rcm-phc9-3945,CVSS_V3,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,Pyopenssl Incorrect Memory Management,2018-10-10T16:10:23Z,1
hyper,crates,GHSA-9xjr-m6f3-v5wm,CVSS_V3,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N,HTTPS MitM vulnerability due to lack of hostname verification,2021-08-25T20:43:06Z,1
hyper,crates,RUSTSEC-2016-0002,CVSS_V3,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N,HTTPS MitM vulnerability due to lack of hostname verification,2016-05-09T12:00:00Z,1
com.fasterxml.jackson.core:jackson-databind,maven,GHSA-cmfg-87vq-g5g4,CVSS_V3,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,Deserialization of untrusted data in FasterXML jackson-databind,2019-07-17T15:26:12Z,1
com.rabbitmq:amqp-client,maven,GHSA-w4g2-9hj6-5472,CVSS_V3,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,Moderate severity vulnerability that affects com.rabbitmq:amqp-client and org.springframework.amqp:spring-amqp,2018-10-18T18:06:08Z,1
simplejson,pypi,GHSA-9772-cwx9-r4cj,CVSS_V3,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,simplejson before 2.6.1 vulnerable to array index error,2022-05-14T02:05:09Z,1
nuxt,npm,GHSA-gc34-5v43-h7v8,CVSS_V3,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,nuxt Code Injection vulnerability,2023-06-13T18:30:40Z,1
webargs,pypi,GHSA-8554-jxcw-454q,CVSS_V3,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,Webargs mishandles concurrent JSON parsing,2019-03-12T15:16:12Z,1
streamlit,pypi,GHSA-rxff-vr5r-8cj5,CVSS_V3,CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:L/A:N,Path traveral in Streamlit on windows,2024-08-12T18:35:12Z,1
opencv-contrib-python,pypi,GHSA-89rj-5ggj-3p9p,CVSS_V3,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,Reachable Assertion in OpenCV.,2021-10-12T22:03:41Z,1
opencv-contrib-python,pypi,GHSA-9g8h-pjm4-q92p,CVSS_V3,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,Out-of-bounds Write in OpenCV.,2021-10-12T22:23:41Z,1
opencv-contrib-python,pypi,GHSA-fffj-9qwg-qmh5,CVSS_V3,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,Improper Input Validation in OpenCV,2021-10-12T22:00:31Z,1
org.apache.commons:commons-compress,maven,GHSA-h436-432x-8fvx,CVSS_V3,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,Apache Commons Compress vulnerable to denial of service due to infinite loop,2019-03-14T15:41:12Z,1
org.apache.commons:commons-compress,maven,GHSA-hrmr-f5m6-m9pq,CVSS_V3,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,Moderate severity vulnerability that affects org.apache.commons:commons-compress,2018-10-19T16:41:27Z,1
CherryPy,pypi,PYSEC-2006-1,UNKNOWN,,"Directory traversal vulnerability in the staticfilter component in CherryPy before 2.1.1 allows remote attackers to read arbitrary files via "".."" sequences in unspecified vectors.",2006-02-22T02:02:00Z,1
CherryPy,pypi,PYSEC-2008-3,UNKNOWN,,"Directory traversal vulnerability in the _get_file_path function in (1) lib/sessions.py in CherryPy 3.0.x up to 3.0.2, (2) filter/sessionfilter.py in CherryPy 2.1, and (3) filter/sessionfilter.py in CherryPy 2.x allows remote attackers to create or delete arbitrary files, and possibly read and write portions of arbitrary files, via a crafted session id in a cookie.",2008-01-12T02:46:00Z,1
Flask-Cors,pypi,PYSEC-2020-43,UNKNOWN,,An issue was discovered in Flask-CORS (aka CORS Middleware for Flask) before 3.0.9. It allows ../ directory traversal to access private resources because resource matching does not ensure that pathnames are in a canonical format.,2020-08-31T04:15:00Z,1
Ipython,pypi,PYSEC-2014-21,UNKNOWN,,"IPython Notebook 0.12 through 1.x before 1.2 does not validate the origin of websocket requests, which allows remote attackers to execute arbitrary code by leveraging knowledge of the kernel id and a crafted page.",2014-08-07T11:13:00Z,1
Ipython,pypi,PYSEC-2015-24,UNKNOWN,,"Cross-site scripting (XSS) vulnerability in the file browser in notebook/notebookapp.py in IPython Notebook before 3.2.2 and Jupyter Notebook 4.0.x before 4.0.5 allows remote attackers to inject arbitrary web script or HTML via a folder name.  NOTE: this was originally reported as a cross-site request forgery (CSRF) vulnerability, but this may be inaccurate.",2015-09-21T19:59:00Z,1
Ipython,pypi,PYSEC-2015-25,UNKNOWN,,"The editor in IPython Notebook before 3.2.2 and Jupyter Notebook 4.0.x before 4.0.5 allows remote attackers to execute arbitrary JavaScript code via a crafted file, which triggers a redirect to files/, related to MIME types.",2015-09-29T19:59:00Z,1
Ipython,pypi,PYSEC-2017-45,UNKNOWN,,Cross-site scripting (XSS) vulnerability in IPython 3.x before 3.2 allows remote attackers to inject arbitrary web script or HTML via vectors involving JSON error messages and the /api/contents path.,2017-09-21T14:29:00Z,1
Ipython,pypi,PYSEC-2017-46,UNKNOWN,,Cross-site scripting (XSS) vulnerability in IPython before 3.2 allows remote attackers to inject arbitrary web script or HTML via vectors involving JSON error messages and the /api/notebooks path.,2017-09-20T18:29:00Z,1
Ipython,pypi,PYSEC-2017-47,UNKNOWN,,Cross-site request forgery in the REST API in IPython 2 and 3.,2017-09-20T16:29:00Z,1
Ipython,pypi,PYSEC-2022-12,UNKNOWN,,"IPython (Interactive Python) is a command shell for interactive computing in multiple programming languages, originally developed for the Python programming language. Affected versions are subject to an arbitrary code execution vulnerability achieved by not properly managing cross user temporary files. This vulnerability allows one user to run code as another on the same machine. All users are advised to upgrade.",2022-01-19T22:15:00Z,1
PyJWT,pypi,PYSEC-2017-24,UNKNOWN,,"In PyJWT 1.5.0 and below the `invalid_strings` check in `HMACAlgorithm.prepare_key` does not account for all PEM encoded public keys. Specifically, the PKCS1 PEM encoded format would be allowed because it is prefaced with the string `-----BEGIN RSA PUBLIC KEY-----` which is not accounted for. This enables symmetric/asymmetric key confusion attacks against users using the PKCS1 PEM encoded public keys, which would allow an attacker to craft JWTs from scratch.",2017-08-24T16:29:00Z,1
PyJWT,pypi,PYSEC-2022-202,UNKNOWN,,"PyJWT is a Python implementation of RFC 7519. PyJWT supports multiple different JWT signing algorithms. With JWT, an attacker submitting the JWT token can choose the used signing algorithm. The PyJWT library requires that the application chooses what algorithms are supported. The application can specify `jwt.algorithms.get_default_algorithms()` to get support for all algorithms, or specify a single algorithm. The issue is not that big as `algorithms=jwt.algorithms.get_default_algorithms()` has to be used. Users should upgrade to v2.4.0 to receive a patch for this issue. As a workaround, always be explicit with the algorithms that are accepted and expected when decoding.",2022-05-24T15:15:00Z,1
aiohttp,pypi,GHSA-pjjw-qhg8-p2p9,UNKNOWN,,aiohttp has vulnerable dependency that is vulnerable to request smuggling,2023-11-27T23:15:38Z,1
aiohttp,pypi,PYSEC-2021-76,UNKNOWN,,"aiohttp is an asynchronous HTTP client/server framework for asyncio and Python. In aiohttp before version 3.7.4 there is an open redirect vulnerability. A maliciously crafted link to an aiohttp-based web-server could redirect the browser to a different website. It is caused by a bug in the `aiohttp.web_middlewares.normalize_path_middleware` middleware. This security problem has been fixed in 3.7.4. Upgrade your dependency using pip as follows ""pip install aiohttp >= 3.7.4"". If upgrading is not an option for you, a workaround can be to avoid using `aiohttp.web_middlewares.normalize_path_middleware` in your applications.",2021-02-26T03:15:00Z,1
aiohttp,pypi,PYSEC-2023-120,UNKNOWN,,aiohttp.web.Application vulnerable to HTTP request smuggling via llhttp HTTP request parser,2023-07-20T14:52:00Z,1
asyncpg,pypi,PYSEC-2020-24,UNKNOWN,,"asyncpg before 0.21.0 allows a malicious PostgreSQL server to trigger a crash or execute arbitrary code (on a database client) via a crafted server response, because of access to an uninitialized pointer in the array data decoder.",2020-08-12T16:15:00Z,1
axios,npm,GHSA-8hc4-vh64-cxmj,UNKNOWN,,Server-Side Request Forgery in axios,2024-08-12T15:30:49Z,1
bleach,pypi,PYSEC-2018-51,UNKNOWN,,"An issue was discovered in Bleach 2.1.x before 2.1.3. Attributes that have URI values weren't properly sanitized if the values contained character entities. Using character entities, it was possible to construct a URI value with a scheme that was not allowed that would slide through unsanitized.",2018-03-07T23:29:00Z,1
bleach,pypi,PYSEC-2020-27,UNKNOWN,,"In Mozilla Bleach before 3.11, a mutation XSS affects users calling bleach.clean with noscript and a raw tag in the allowed/whitelisted tags option.",2020-03-24T22:15:00Z,1
bleach,pypi,PYSEC-2020-28,UNKNOWN,,"In Mozilla Bleach before 3.12, a mutation XSS in bleach.clean when RCDATA and either svg or math tags are whitelisted and the keyword argument strip=False.",2020-03-24T22:15:00Z,1
bleach,pypi,PYSEC-2020-340,UNKNOWN,,"In Mozilla Bleach before 3.1.4, `bleach.clean` behavior parsing style attributes could result in a regular expression denial of service (ReDoS).",2020-03-30T19:45:00Z,1
bleach,pypi,PYSEC-2021-865,UNKNOWN,,"In Mozilla Bleach before 3.3.0, a mutation XSS affects users calling bleach.clean with math or svg; p or br; and style, title, noscript, script, textarea, noframes, iframe, or xmp tags with strip_comments=False.",2021-02-02T17:58:00Z,1
cairosvg,pypi,PYSEC-2021-5,UNKNOWN,,"CairoSVG is a Python (pypi) package. CairoSVG is an SVG converter based on Cairo. In CairoSVG before version 2.5.1, there is a regular expression denial of service (REDoS) vulnerability. When processing SVG files, the python package CairoSVG uses two regular expressions which are vulnerable to Regular Expression Denial of Service (REDoS). If an attacker provides a malicious SVG, it can make cairosvg get stuck processing the file for a very long time. This is fixed in version 2.5.1. See Referenced GitHub advisory for more information.",2021-01-06T17:15:00Z,1
cairosvg,pypi,PYSEC-2023-9,UNKNOWN,,"CairoSVG is an SVG converter based on Cairo, a 2D graphics library. Prior to version 2.7.0, Cairo can send requests to external hosts when processing SVG files. A malicious actor could send a specially crafted SVG file that allows them to perform a server-side request forgery or denial of service. Version 2.7.0 disables CairoSVG's ability to access other files online by default.",2023-03-20T16:15:00Z,1
celery,pypi,GHSA-rpc6-h455-3rx5,UNKNOWN,,Celery local privilege escalation vulnerability,2022-05-17T05:36:00Z,1
celery,pypi,PYSEC-2011-17,UNKNOWN,,"Celery 2.1 and 2.2 before 2.2.8, 2.3 before 2.3.4, and 2.4 before 2.4.4 changes the effective id but not the real id during processing of the --uid and --gid arguments to celerybeat, celeryd_detach, celeryd-multi, and celeryev, which allows local users to gain privileges via vectors involving crafted code that is executed by the worker process.",2011-12-05T11:55:00Z,1
celery,pypi,PYSEC-2021-858,UNKNOWN,,"This affects the package celery before 5.2.2. It by default trusts the messages and metadata stored in backends (result stores). When reading task metadata from the backend, the data is deserialized. Given that an attacker can gain access to, or somehow manipulate the metadata within a celery backend, they could trigger a stored command injection vulnerability and potentially gain further access to the system.",2021-12-29T17:15:00Z,1
chrono,crates,RUSTSEC-2020-0159,UNKNOWN,,Potential segfault in `localtime_r` invocations,2020-11-10T12:00:00Z,1
com.fasterxml.jackson.core:jackson-databind,maven,GHSA-qmqc-x3r4-6v39,UNKNOWN,,Polymorphic deserialization of malicious object in jackson-databind,2020-05-15T18:59:07Z,1
cookiecutter,pypi,PYSEC-2022-204,UNKNOWN,,"The package cookiecutter before 2.1.1 are vulnerable to Command Injection via hg argument injection. When calling the cookiecutter function from Python code with the checkout parameter, it is passed to the hg checkout command in a way that additional flags can be set. The additional flags can be used to perform a command injection.",2022-06-08T08:15:00Z,1
cvxopt,pypi,PYSEC-2021-870,UNKNOWN,,"Incomplete string comparison vulnerability exits in cvxopt.org cvxop <= 1.2.6 in APIs (cvxopt.cholmod.diag, cvxopt.cholmod.getfactor, cvxopt.cholmod.solve, cvxopt.cholmod.spsolve), which allows attackers to conduct Denial of Service attacks by construct fake Capsule objects.",2021-12-17T21:15:00Z,1
d3-color,npm,GHSA-36jr-mh4h-2g58,UNKNOWN,,d3-color vulnerable to ReDoS,2022-09-29T14:12:55Z,1
django-celery-results,pypi,PYSEC-2020-38,UNKNOWN,,django-celery-results through 1.2.1 stores task results in the database. Among the data it stores are the variables passed into the tasks. The variables may contain sensitive cleartext information that does not belong unencrypted in the database.,2020-08-11T21:15:00Z,1
djangorestframework,pypi,PYSEC-2020-263,UNKNOWN,,"A flaw was found in Django REST Framework versions before 3.12.0 and before 3.11.2. When using the browseable API viewer, Django REST Framework fails to properly escape certain strings that can come from user input. This allows a user who can control those strings to inject malicious <script> tags, leading to a cross-site-scripting (XSS) vulnerability.",2020-09-30T20:15:00Z,1
dulwich,pypi,PYSEC-2015-34,UNKNOWN,,"The build_index_from_tree function in index.py in Dulwich before 0.9.9 allows remote attackers to execute arbitrary code via a commit with a directory path starting with .git/, which is not properly handled when checking out a working tree.",2015-03-31T14:59:00Z,1
dulwich,pypi,PYSEC-2015-35,UNKNOWN,,Buffer overflow in the C implementation of the apply_delta function in _pack.c in Dulwich before 0.9.9 allows remote attackers to execute arbitrary code via a crafted pack file.,2015-03-31T14:59:00Z,1
dulwich,pypi,PYSEC-2017-12,UNKNOWN,,"Dulwich before 0.18.5, when an SSH subprocess is used, allows remote attackers to execute arbitrary commands via an ssh URL with an initial dash character in the hostname, a related issue to CVE-2017-9800, CVE-2017-12836, CVE-2017-12976, CVE-2017-1000116, and CVE-2017-1000117.",2017-10-29T20:29:00Z,1
fabric,pypi,GHSA-xwg2-qc6c-7c3q,UNKNOWN,,Fabric vulnerable to symlink attack on tmp files,2022-05-17T05:40:10Z,1
github.com/gorilla/handlers,go,GO-2020-0020,UNKNOWN,,Improper access control in github.com/gorilla/handlers,2021-04-14T20:04:52Z,1
golang.org/x/net,go,GO-2020-0014,UNKNOWN,,"Infinite loop due to improper handling of ""select"" tags in golang.org/x/net/html",2021-04-14T20:04:52Z,1
golang.org/x/net,go,GO-2021-0078,UNKNOWN,,Panic when parsing malformed HTML in golang.org/x/net/html,2021-04-14T20:04:52Z,1
golang.org/x/net,go,GO-2021-0238,UNKNOWN,,Infinite loop when parsing inputs in golang.org/x/net/html,2022-02-17T17:33:43Z,1
golang.org/x/net,go,GO-2022-0192,UNKNOWN,,Incorrect parsing of nested templates in golang.org/x/net/html,2022-07-01T20:11:34Z,1
golang.org/x/net,go,GO-2022-0193,UNKNOWN,,Panic on unconsidered isindex and template combination in golang.org/x/net/html,2022-07-06T18:14:54Z,1
